year,id_firm,logl,logk,logm,logq,invest
3,1020,-1.66982,-1.55228,-2.065094,-1.781574,.8363547
4,1020,-1.338524,-1.292309,-1.553918,-1.275535,.6595556
5,1020,-1.226159,-1.235841,-1.214833,-1.409903,.3151827
6,1020,-1.298614,-1.395463,-1.27512,-1.65043,0
7,1020,-1.205024,-1.546426,-1.029549,-1.94124,0
8,1020,-1.446283,-1.911671,-1.295975,-3.033654,.1502657
9,1020,-1.713526,-1.463041,-1.598257,-2.048991,.3832015
0,1021,-.9127749,-.8318589,-1.078858,-.7086416,.7037671
1,1021,-.684193,-.8632166,-1.720547,-.8770663,.3649692
2,1021,-1.002311,-.8766204,-1.795293,-1.144306,0
3,1021,-.6797594,-1.171616,-1.639076,-.9233009,.153392
4,1021,-.9155547,-1.083786,-1.494385,-.8722854,.4423606
5,1021,-.698234,-.7843221,-2.162516,-.5176057,.2820729
6,1021,-.4892601,-1.027097,-1.425274,-.5563721,.4910493
7,1021,-.1558485,-.9063119,-1.399511,-.1849266,.2183673
8,1021,-.0146497,-.7046105,-.7222669,.0626074,.5444842
9,1021,-.0858505,-.3444715,-.922104,-.1368293,.3534214
0,1023,-1.300121,-2.427471,-2.705242,-1.532039,.201885
1,1023,-1.671136,-2.588701,-2.488591,-1.777017,0
2,1023,-1.777851,-2.621174,-2.947544,-1.767365,.1022672
3,1023,-1.303288,-2.40679,-3.51491,-1.264383,.3346415
4,1023,-1.169692,-2.005583,-2.671048,-1.122164,.4759176
5,1023,-1.526989,-2.223186,-2.42793,-1.671468,.468022
6,1023,-1.592699,-2.265392,-2.888267,-1.647739,0
7,1023,-1.338072,-2.285175,-3.176179,-1.407931,.2565893
8,1023,-1.027238,-2.393674,-2.301448,-1.29,.2305812
9,1023,-1.260299,-2.279813,-2.59613,-1.309174,.3928549
0,1027,-1.979236,-2.374954,-2.192147,-2.174675,0
1,1027,-2.011795,-2.528151,-2.192532,-2.3575,0
2,1027,-1.898064,-2.740019,-2.268034,-2.314646,0
3,1027,-2.109565,-2.773515,-1.917504,-2.086718,0
4,1027,-2.155125,-3.055172,-1.927088,-2.193203,0
5,1027,-2.07178,-2.895114,-2.150926,-2.111067,.1458352
6,1027,-2.124287,-3.056498,-2.317765,-2.418852,0
7,1027,-2.383558,-3.558599,-2.427525,-2.428587,0
8,1027,-2.277691,-3.548604,-2.53696,-2.564781,0
9,1027,-2.195864,-3.509304,-2.553131,-2.582007,0
0,1028,-3.954443,-2.394855,-3.335477,-3.171554,0
1,1028,-3.759691,-1.788105,-3.84849,-2.747215,.1654741
2,1028,-3.789771,-2.558236,-3.293554,-3.600564,0
3,1028,-3.934598,-2.301489,-4.202507,-3.310173,0
4,1028,-4.208056,-2.201907,-3.321681,-3.463744,0
5,1028,-4.396684,-1.868667,-3.29278,-3.775034,0
6,1028,-4.143917,-2.077647,-3.664955,-5.195413,0
7,1028,-4.118714,-2.033413,-3.921653,-3.684104,0
8,1028,-4.058156,-1.876035,-4.123857,-3.670968,0
9,1028,-3.384604,-1.837683,-3.921938,-3.360834,0
0,1031,3.030082,4.544816,3.397215,3.230574,48.87796
1,1031,2.815316,4.275639,3.285302,2.945262,35.4808
2,1031,2.645768,4.400505,3.120429,2.695901,22.44188
3,1031,2.734273,4.139039,3.166805,2.837536,37.41582
4,1031,2.53023,4.311636,3.05485,2.932528,56.78547
5,1031,2.548936,4.37826,3.033498,2.491674,26.95823
6,1031,2.429564,3.999306,3.104327,2.699507,14.45545
7,1031,2.569424,3.891128,3.057598,2.84588,18.01453
8,1031,2.723748,3.98003,3.421418,2.574378,26.91682
9,1031,2.602226,4.066769,3.125377,2.906087,47.8872
0,1036,-2.517239,-3.146335,-4.13582,-2.629004,0
1,1036,-2.572169,-3.434066,-3.850192,-2.834266,0
2,1036,-2.776225,-3.335303,-3.652566,-3.213419,0
3,1036,-2.999055,-3.686129,-4.180738,-3.145001,0
4,1036,-2.872574,-3.380069,-4.274469,-3.138585,0
5,1036,-2.896133,-3.358652,-4.086565,-3.100861,0
6,1036,-2.620556,-3.355497,-4.844729,-3.145407,0
7,1036,-2.793496,-3.396869,-4.442196,-2.935994,0
8,1036,-2.767269,-3.465011,-5.118382,-2.841697,0
9,1036,-3.414204,-3.546138,-4.008411,-3.530805,0
0,1037,.7519513,.146401,.289713,.7348329,1.628012
1,1037,.9357994,.3366134,.5000219,.6936838,0
2,1037,.5912868,.4699634,.4485264,.1903383,1.324171
3,1037,.1019751,-.2327024,.0985856,-.1532328,.3907658
4,1037,.0764078,-.0532941,-.1095557,-.1962224,.4862962
5,1037,.0452611,-.80439,-.7463232,-.2889499,.6393527
6,1037,-.4620257,-.868525,-.7195733,-.7827187,.4399399
7,1037,-.4733875,-.8490429,-1.072502,-.8537469,.3891877
8,1037,-.5880887,-.6911958,-1.289877,-.3253318,0
9,1037,-.6077577,-.8458266,-.9963303,-.7681233,.5045217
0,1039,1.29629,1.056715,1.902276,1.118121,2.349618
1,1039,1.399654,.9149994,1.774068,1.431068,2.69664
2,1039,1.351773,1.02426,1.688009,1.060676,2.764705
3,1039,.9978812,1.05525,1.343742,1.071059,0
4,1039,1.391304,1.081546,1.3435,1.054009,0
5,1039,1.157544,1.093887,1.221248,.7139016,1.847118
6,1039,1.108243,.9334702,1.148932,.4835826,1.443489
7,1039,.7558874,.5499142,.9346712,.5746824,.3775059
8,1039,.8019151,.4453062,.7837397,.2906609,.5633515
9,1039,.8495448,.1118571,.7717599,.3824451,.3411392
0,1041,-1.431684,-1.466108,-1.314187,-1.310335,.3653264
1,1041,-1.528358,-1.37848,-1.465409,-1.379796,.420278
2,1041,-1.394384,-1.323299,-1.462941,-1.427545,.7798685
3,1041,-1.360408,-1.172186,-1.826527,-1.289841,.4183052
4,1041,-1.122751,-.9615564,-1.086993,-1.010089,.8238878
5,1041,-1.247845,-1.127199,-1.586888,-1.392092,.810664
6,1041,-1.322684,-.9816965,-1.578699,-1.554804,.2818257
7,1041,-1.476238,-1.157451,-1.415812,-1.617609,.2431654
8,1041,-1.479264,-1.219208,-1.638449,-1.673474,.424933
9,1041,-1.485443,-1.262294,-1.650187,-1.745718,.1388725
0,1047,.3202286,.4685097,-.5687012,-.0472248,1.424393
1,1047,.3788005,.2601671,-.5887986,-.0517744,0
2,1047,.2058108,.2527408,-.4008893,-.2783826,.8975505
3,1047,.0620616,-.1841773,-.4970147,-.1226537,.8630763
4,1047,.261795,.3209366,-.3964489,-.0132766,1.427235
5,1047,.1432277,-.1097368,-.5246742,-.2261709,1.546041
6,1047,.2178344,-.1579557,-.5019587,-.0947468,.9502899
7,1047,.0392602,-.0837315,-.7361979,.0249048,0
8,1047,.259297,.0940781,-.7923082,-.1225927,1.41165
9,1047,.4447581,.0706243,-.7385499,-.1044473,.985089
0,1048,1.909037,3.203494,2.717086,2.233294,16.7536
1,1048,1.946871,3.2711,2.810221,2.146708,0
2,1048,1.686144,3.093684,2.6189,2.003728,17.88906
3,1048,1.557505,2.946184,2.455336,2.337669,9.568247
4,1048,1.820809,2.740391,2.362447,2.401406,17.03566
5,1048,1.763998,2.706264,2.449747,2.355223,19.09324
6,1048,1.606721,2.889302,2.312802,2.216426,19.82373
7,1048,1.77606,2.632704,2.339964,2.350951,22.74873
8,1048,1.683973,2.884623,2.343539,2.224479,31.37578
9,1048,1.835805,3.164703,2.426476,2.02776,0
0,1049,1.766464,.7198774,1.304832,1.890152,2.896005
1,1049,1.408191,.5486356,1.319884,1.753579,2.124069
2,1049,1.384684,.7639105,1.129519,1.629391,2.643088
3,1049,1.227723,.9072293,1.013906,1.515391,3.208517
4,1049,1.289524,.5852691,1.085964,1.57664,2.438924
5,1049,1.23515,.9161212,.6698851,1.326517,3.548011
6,1049,1.359017,1.051262,.4064697,1.456842,3.840023
7,1049,1.65874,1.142147,.5914947,1.560407,3.825577
8,1049,1.575109,1.159032,.8914914,1.728236,4.849781
9,1049,1.746464,1.125299,.9959729,1.61101,3.430056
0,1054,.7647032,.8899654,.871354,1.377043,4.996621
1,1054,.820577,1.150385,.9377966,1.289883,0
2,1054,.9534398,.951295,.8752687,1.099978,3.273928
3,1054,.971348,1.167735,1.14496,1.357092,3.290384
4,1054,1.185082,.8882271,1.014928,1.42948,3.824573
5,1054,.4141137,.6258911,.3720737,.8853019,1.770189
6,1054,1.285965,1.406881,1.363557,1.558575,4.11136
7,1054,1.315558,1.48585,1.292771,1.666568,4.619016
8,1054,1.449751,1.483899,1.121542,1.443962,6.638716
9,1054,1.347766,1.74323,1.448499,1.303038,9.643517
0,1057,-.6051795,-.3617966,-.894926,-1.20719,.3056122
1,1057,-.8991715,-.8071615,-1.283005,-1.419057,0
2,1057,-.7415105,-.8189847,-1.487751,-1.296703,.2453049
3,1057,-.6926872,-.7492958,-1.075934,-.9717461,.2280989
4,1057,-.4293151,-.910262,-.84476,-.8907651,.7429292
5,1057,-.5604563,-.822197,-1.013512,-.9758828,.5562304
6,1057,-.2458098,-1.094108,-.9497752,-.8270447,.300561
7,1057,-.4250797,-1.102654,-.7637611,-1.070629,0
8,1057,-.3771454,-1.306629,-1.103209,-1.133105,0
9,1057,-.5268362,-1.38388,-1.18368,-1.014719,.1204861
0,1058,.5806794,1.841256,.9179077,.8094447,6.739406
1,1058,.5411904,1.51161,1.115801,.7234979,3.592072
2,1058,.483068,1.431456,.9408157,.847305,0
3,1058,.3571969,1.257666,1.039897,.9354771,2.802504
4,1058,.7793519,1.157455,1.314281,.8512728,0
5,1058,.9755585,1.478265,1.395718,1.184579,8.492869
6,1058,1.054952,1.8053,1.539849,1.315953,7.712103
7,1058,1.009402,1.764741,1.686149,1.363896,10.33827
8,1058,1.135791,1.880366,1.45095,1.298797,7.77982
9,1058,1.36751,1.813214,1.518941,1.466993,7.338721
0,1059,-2.35736,-2.212106,-2.34613,-2.561638,0
1,1059,-2.402641,-1.864798,-2.395602,-2.459779,.1120974
2,1059,-2.354621,-2.061047,-2.233649,-2.671287,0
3,1059,-2.232669,-2.053825,-2.347383,-2.420877,0
4,1059,-1.785655,-2.178246,-2.491276,-1.809268,.1062954
5,1059,-1.865882,-2.184724,-1.81778,-1.976037,0
6,1059,-1.795171,-2.033137,-2.15628,-1.602072,.1080496
7,1059,-1.753196,-1.822933,-1.761036,-1.836902,.228512
8,1059,-1.794906,-1.832869,-1.77952,-1.577821,0
9,1059,-1.631047,-1.540663,-1.84243,-1.548599,.1290743
0,1060,1.551818,1.022104,.5355142,.9773051,3.913241
1,1060,1.480067,1.43804,.4667212,1.073925,5.30489
2,1060,1.26131,1.321495,.1168445,.9276774,4.548209
3,1060,1.420112,1.4362,.4501905,.997359,3.985227
4,1060,1.319264,1.362164,.485442,.6853862,4.054186
5,1060,1.378635,1.329992,.4783862,.856752,3.78235
6,1060,1.627717,1.331215,.2712416,1.110464,4.21385
7,1060,1.479281,1.504768,.4102571,1.009054,7.785906
8,1060,1.738959,1.766521,.0614112,1.103274,11.05861
9,1060,1.826974,1.821474,.6028035,1.323949,6.842893
0,1062,-1.241409,-1.818045,-1.398375,-1.366998,.5085435
1,1062,-1.064561,-2.049876,-1.60186,-1.211763,.2943825
2,1062,-1.432923,-2.095408,-1.88997,-1.310061,.2654189
3,1062,-1.3403,-2.045017,-2.119938,-1.596949,.1424348
4,1062,-.8867677,-1.719275,-1.842284,-1.038764,.3163813
5,1062,-1.201265,-1.688507,-1.516182,-1.035257,0
6,1062,-1.197547,-1.752106,-1.76415,-1.22094,0
7,1062,-1.226528,-1.523965,-1.238297,-1.334233,.3639797
8,1062,-1.034225,-1.295143,-1.518248,-1.104036,.937951
9,1062,-.8767275,-1.221213,-1.249839,-1.103085,.4046665
0,1069,1.391613,1.042783,.7841083,1.164703,3.141658
1,1069,1.143388,1.171825,.4683683,1.172724,2.227077
2,1069,.9186165,.6481563,.3035539,.7619395,.8079763
3,1069,.7584177,.8642655,-.1995667,.5310366,2.103919
4,1069,.9658799,.5980183,-.2191733,.8071194,1.248454
5,1069,.7785381,.7340462,-.0133871,.6479451,1.323663
6,1069,.8091008,.6750382,.1085381,.7905868,1.434279
7,1069,.898899,.729308,.2353124,.9581735,0
8,1069,.9704196,.5429118,.2327714,.8213188,1.917395
9,1069,.85396,.3519269,.2256743,.7064559,1.630686
0,1072,-2.901785,-2.808099,-2.196367,-2.064776,.2528494
1,1072,-2.931423,-2.167957,-2.288342,-2.445641,.4910958
2,1072,-2.892475,-2.282098,-2.106315,-2.145503,.1394147
3,1072,-2.641107,-2.012922,-1.73,-1.724935,.3351995
4,1072,-2.148521,-1.84719,-1.395951,-1.595263,.3271814
5,1072,-2.25911,-1.785036,-1.564966,-3.464336,0
6,1072,-2.121974,-1.763108,-1.304964,-.9332949,.1209447
7,1072,-2.093373,-1.740052,-1.199582,-1.07448,.3453297
8,1072,-1.712479,-1.75097,-1.046396,-.6551287,.1003861
9,1072,-1.682145,-1.403725,-.910144,-.2349943,.5985693
0,1074,-.7461687,-1.573485,.39008,-.8244749,.2647877
1,1074,-.9151477,-1.578455,-.1483095,-.9172018,.118488
2,1074,-1.1288,-1.697343,-.3018077,-1.216456,.1479483
3,1074,-1.118462,-1.82592,-.7644215,-1.608574,0
4,1074,-1.131473,-1.973202,-.4648628,-1.26454,0
5,1074,-1.162966,-1.891178,-.6978627,-1.44129,0
6,1074,-1.269363,-2.019774,-.7434651,-1.412282,.1048806
7,1074,-1.095509,-2.109818,-.6844354,-1.381797,0
8,1074,-1.262939,-1.886744,-.6118793,-1.40475,0
9,1074,-1.272455,-1.867044,-.5421812,-1.474553,.3068632
0,1076,3.742876,3.290544,3.771903,3.502757,30.74287
1,1076,3.784227,3.133414,3.735746,3.862126,0
2,1076,3.767938,3.042988,3.976082,3.468963,25.36434
3,1076,3.764247,3.135097,3.979715,3.449699,26.58508
4,1076,3.767111,3.024269,4.012159,3.362313,20.41378
5,1076,3.623449,3.278651,3.845977,3.37192,30.49258
6,1076,3.593083,2.978806,3.885698,3.318941,24.91004
7,1076,3.78149,3.098667,4.058044,3.400742,29.36297
8,1076,3.566715,3.141739,3.955943,3.31984,41.86563
9,1076,3.810355,3.363104,4.078745,3.496691,46.47792
0,1077,-.3190009,.448078,1.701611,-.0856173,.968999
1,1077,-.8643704,.3916723,1.854607,.3567789,1.498939
2,1077,-.6749322,.5878613,1.463231,-.0232456,1.806352
3,1077,-.8461943,.3398212,1.560878,-.2227766,1.093579
4,1077,-.6612632,.7716898,1.685518,.0887593,2.28741
5,1077,-.4324938,.8463556,1.599026,.2494586,3.130924
6,1077,-.3981588,.9133959,1.489466,-.1152436,2.31776
7,1077,-.1036599,.8028963,1.667574,-.0574092,1.401301
8,1077,-.2736077,.7357027,1.745967,.2484975,1.547259
9,1077,-.2431067,.9977942,1.719519,.351186,2.414047
0,1078,.1198643,.9215152,.4342632,.2672519,3.698905
1,1078,-.0108343,1.1327,.0766384,.4283869,3.791645
2,1078,-.0484751,.8959649,-.1723947,.4589484,2.347536
3,1078,.0913967,.9916599,-.0676327,.4766228,1.158883
4,1078,.0737556,.8029867,-.3626287,.3525743,1.317189
5,1078,.2818201,.9221454,-.442888,.2409907,1.485805
6,1078,.2459824,.9642531,-.0910057,.4290249,2.096523
7,1078,.8228841,.9210194,-.114798,.9432954,2.078844
8,1078,.6185884,.8237434,.0568005,.5189081,1.743729
9,1078,.4022195,.6423047,-.4327313,.4993347,1.401272
0,1079,2.657723,2.976315,2.545801,3.086437,24.87822
1,1079,2.583157,3.25864,2.448429,2.724792,28.27662
2,1079,2.590419,3.133431,2.57503,2.976813,27.14597
3,1079,2.404744,3.206291,2.200481,2.878142,0
4,1079,2.358041,3.238901,2.109952,2.81,22.78723
5,1079,2.538318,3.118826,1.952761,2.591454,17.19909
6,1079,2.300913,3.059671,2.289441,2.67924,13.98545
7,1079,2.4499,2.876674,2.338706,2.696414,12.09167
8,1079,2.176063,2.902792,2.098824,2.699581,0
9,1079,2.315264,2.966824,2.121068,2.618135,16.09043
0,1080,-.8902891,-.3369374,1.351325,-.1453062,.7715786
1,1080,-.8199173,-.3028374,.9551739,-.281399,.8336205
2,1080,-.9060413,-.2886007,.8492823,-.3314706,1.352493
3,1080,-.937036,-.3426809,.6120732,-.4867459,1.133652
4,1080,-.7737069,-.2647264,.781178,-.2639241,.9193885
5,1080,-.730993,-.0051895,.7183748,-.2235845,.8282141
6,1080,-.5820143,-.043576,1.042378,-.0726312,0
7,1080,-.720446,-.1968788,1.080161,-.2637143,0
8,1080,-.365617,-.2178886,1.182443,.1336786,0
9,1080,-.6781808,-.1141839,1.178028,-.1666589,2.207906
0,1082,-3.313228,-4.189404,-3.2483,-3.531949,0
1,1082,-2.948077,-4.114449,-3.072016,-3.076985,0
2,1082,-2.907475,-3.657664,-2.915016,-2.80663,0
3,1082,-2.649471,-3.719736,-2.741328,-2.716325,0
4,1082,-2.586782,-3.424993,-3.20429,-3.389574,.1215279
5,1082,-2.621477,-3.497937,-2.90909,-3.029112,0
6,1082,-2.300875,-3.500403,-3.322318,-2.513862,0
7,1082,-2.255636,-3.628284,-2.670101,-2.693274,0
8,1082,-1.389015,-3.161727,-2.89165,-1.595988,.1528521
9,1082,-1.143848,-2.252819,-2.432844,-.8146529,.4487998
0,1083,.7159492,-.1053606,.3030926,.6296197,2.069924
1,1083,.9528473,.0385732,.4289228,1.066309,1.839918
2,1083,.8816527,.1892929,.6827508,.9656842,1.661469
3,1083,.9214338,.0172803,.6137156,.6027455,1.700544
4,1083,.7207072,-.1082988,.8104728,.7540636,1.966825
5,1083,.4931673,-.0143026,.8624935,.6119372,1.81921
6,1083,.6697747,-.0034163,.8827202,.4787699,0
7,1083,.4914398,-.0380945,.7259691,.4255627,.6891225
8,1083,.4896683,-.3674144,.8463208,.7320798,0
9,1083,.4359505,-.3484681,.6627732,.5446568,1.38237
0,1087,2.285899,4.066268,2.900751,2.67094,46.89144
1,1087,2.265967,4.216947,2.757881,2.717228,51.69431
2,1087,2.24341,4.2453,2.707865,2.556894,56.56821
3,1087,1.975651,3.889823,2.908021,2.627217,45.55054
4,1087,2.262497,4.288294,2.724215,2.709561,43.33047
5,1087,2.18699,4.264541,2.799817,2.847188,0
6,1087,2.25105,4.063726,2.936653,2.743503,0
7,1087,2.313999,4.233834,3.052484,2.769678,39.42087
8,1087,2.425099,3.966405,2.851169,2.878283,47.30841
9,1087,2.384705,4.019532,2.863878,2.659277,67.46449
0,1094,-1.250197,-1.933538,-2.34345,-1.459053,0
1,1094,-1.099748,-1.593646,-2.310581,-1.470203,0
2,1094,-1.244866,-1.772557,-2.210768,-1.393201,0
3,1094,-1.203025,-1.684007,-2.393194,-1.611234,.166486
4,1094,-1.097924,-1.45313,-2.358106,-1.268658,.3740941
5,1094,-1.030633,-.9898025,-1.839393,-1.390532,1.434964
6,1094,-1.188437,-1.149026,-2.506687,-1.728375,0
7,1094,-2.301156,-2.554608,-3.469662,-2.441029,0
8,1094,-2.321465,-3.078387,-3.325303,-2.469175,0
9,1094,-2.630417,-3.132577,-3.20981,-2.361624,0
0,1095,-1.294436,-1.707204,-2.927636,-1.684117,.3055774
1,1095,-1.357278,-1.840755,-2.979812,-1.932191,0
2,1095,-1.804512,-2.307213,-3.042793,-2.428694,0
3,1095,-1.747804,-2.132292,-3.393924,-2.371952,0
4,1095,-2.161464,-2.745723,-2.661116,-3.296908,0
5,1095,-2.142301,-2.614287,-2.848196,-2.580216,0
6,1095,-1.977704,-3.075258,-3.501972,-2.359457,0
7,1095,-2.088139,-2.809623,-3.088038,-2.26711,.1551422
8,1095,-2.228035,-2.599316,-3.097913,-2.142881,.2162894
9,1095,-2.23389,-2.423492,-2.992387,-2.453377,.1503855
0,1096,-.6830981,-.1064551,-1.729862,-.1115565,4.643652
1,1096,-.6111519,.0863298,-1.575199,-.1343507,4.915289
2,1096,-.3982781,.2829363,-1.30206,-.1354826,5.641881
3,1096,-.3639017,.4703317,-.8498225,-.3822455,6.876073
4,1096,-.6513257,.1702597,-.7797995,-.6460806,4.26233
5,1096,-.5711098,.1511311,-.6121456,-.7918178,0
6,1096,-.6943042,-.3154314,-.9284068,-.5344946,4.415228
7,1096,-.581207,-.0790647,-.7339497,-.3499191,6.393006
8,1096,-.4916776,.2674614,-.6896784,-.3931434,1.402874
9,1096,-.5278379,-.3522033,-.4520064,-.3387067,0
0,1099,-1.631256,-3.302451,-3.455017,-1.878546,0
1,1099,-1.830975,-3.239774,-3.081465,-1.963411,0
2,1099,-2.055311,-3.266398,-3.109527,-2.173761,0
3,1099,-2.095068,-2.908101,-3.412271,-2.057462,0
4,1099,-2.002573,-2.892947,-3.693772,-2.092908,0
5,1099,-2.09783,-2.81405,-3.840104,-2.290263,0
6,1099,-2.192168,-2.762948,-3.672504,-2.022721,0
7,1099,-2.25112,-2.986779,-3.527447,-2.398332,0
8,1099,-2.446981,-3.053271,-3.469307,-2.767713,0
9,1099,-2.21023,-3.190352,-3.778746,-2.513113,0
0,1103,.1246835,.5949034,.6930779,.2271869,.9068675
1,1103,.4570493,.3902971,.6600844,.1480079,1.781638
2,1103,.1605422,.2871059,.5649862,-.423151,.6100519
3,1103,.5688736,.3778139,.7246386,.4345628,1.605834
4,1103,.8496519,.6735684,1.081157,.7048314,5.731629
5,1103,.6722912,.5225303,1.111629,.6592369,2.565609
6,1103,.9283791,.4747896,1.070196,.7656968,3.691286
7,1103,.9773045,.6651533,1.273394,.7323853,5.608585
8,1103,1.473267,1.186847,1.454654,1.250409,10.19376
9,1103,1.607944,1.01868,1.529711,1.383497,1.974183
0,1105,-1.144751,-1.302312,-1.562007,-1.242603,.3329648
1,1105,-.9811279,-1.111495,-1.745052,-1.203381,.7299277
2,1105,-1.13071,-1.036865,-1.518568,-1.245888,.61176
3,1105,-1.106168,-.8402661,-1.425477,-1.412518,.2447532
4,1105,-.8628147,-1.112383,-1.792191,-1.114727,.4673242
5,1105,-.6149144,-1.063514,-1.353709,-1.131514,0
6,1105,-.969107,-1.135643,-1.179713,-1.278389,.2566216
7,1105,-.4437281,-.9902056,-1.195222,-.7149513,0
8,1105,-.4495757,-.745151,-1.32344,-.9274466,.5832769
9,1105,-.5358195,-.9015174,-1.434823,-1.022913,.3539352
0,1107,2.140939,2.402321,2.589076,2.077019,4.116675
1,1107,2.508564,2.456896,2.515508,2.421785,7.028112
2,1107,2.4676,2.245077,2.513712,2.321586,0
3,1107,2.260069,1.965183,2.713055,2.272605,4.391825
4,1107,2.247205,1.71605,2.459774,2.226989,6.094934
5,1107,2.271441,1.743876,2.66518,2.091131,7.09301
6,1107,1.734984,1.484566,2.136456,1.766441,5.659171
7,1107,2.122496,1.516697,2.008856,1.936879,5.147053
8,1107,1.809094,1.772244,2.03455,1.914297,6.690341
9,1107,1.924297,1.631541,2.013449,1.751413,5.777555
0,1109,-.8650377,-.1984109,-.3430084,-.6870579,.6626466
1,1109,-1.075715,-.3422673,-.6962332,-.7374777,.389285
2,1109,-1.234226,-.694324,-.759802,-1.244699,.5035632
3,1109,-1.187634,-.5802864,-1.113542,-1.384059,.33496
4,1109,-1.272791,-.457725,-.8376926,-1.481965,.7429372
5,1109,-1.271926,-.4323535,-1.237193,-1.614609,0
6,1109,-1.391782,-.7253107,-1.039704,-1.270633,.3912332
7,1109,-1.306445,-.7487714,-1.129672,-1.301115,.2232859
8,1109,-1.208388,-1.19862,-1.391959,-1.407615,.201252
9,1109,-1.528556,-1.347321,-1.347079,-1.732309,.3571869
0,1110,-.1768904,.0535079,-.329585,.3999351,1.449269
1,1110,-.0857033,.0193343,-.7190515,.3039851,1.233744
2,1110,-.0657981,.1945292,-.5883929,.2388241,1.2843
3,1110,-.1229148,.1424898,-.2772276,.2269055,0
4,1110,.1664993,.3299293,-.2343045,.1316375,1.552924
5,1110,.1266436,.2801691,-.2341648,.3733863,2.129966
6,1110,.270545,.5180665,-.1688712,.5819007,3.971426
7,1110,.2098902,.5024914,-.0989057,.5789124,2.112557
8,1110,.434673,.8520837,.1933858,.5410557,3.338113
9,1110,.288081,1.101559,.1489629,.5791518,4.471259
0,1116,-.2822907,-.2372727,-.1127669,-.1029709,1.66044
1,1116,-.0673601,-.3616946,-.2118545,.2222719,.7702318
2,1116,-.3348341,-.332106,-.1488864,-.293563,.9079102
3,1116,-.3333732,-.1929618,-.4783536,-.6089628,1.026587
4,1116,-.1915083,-.3763888,-.3518243,-.4702204,1.042505
5,1116,-.317545,-.068028,-.3218695,-.1712427,1.568707
6,1116,-.0592574,.0902445,-.1601855,-.1182215,3.208438
7,1116,-.4526185,-.0911407,-.3173395,-.4009304,.9504254
8,1116,-.2897187,.0434242,-.2803455,-.2807708,1.49363
9,1116,-.2303466,.2387709,-.328455,-.2330199,1.954058
0,1118,.3155505,.70717,1.056716,-.0741502,.1295113
1,1118,.1599002,.6897619,.8708938,-.060616,.1627712
2,1118,.3180015,.5906865,1.069574,.0393395,0
3,1118,.3187636,.3546814,1.058851,-.0636212,.4003143
4,1118,.2649348,.2751246,.8449009,-.3658054,.3054696
5,1118,.3112886,.2686808,.6356491,-.0434549,.3798531
6,1118,.1524111,-.0005138,.783378,-.1327726,.2369817
7,1118,.1984992,.1920648,.6267239,-.236152,.4881754
8,1118,.0494643,-.0239349,.4905855,-.1652124,.3509098
9,1118,.2361243,-.3371204,.6425229,-.3975752,.2808658
0,1120,1.530962,2.341976,1.824609,1.774615,0
1,1120,1.50928,2.291484,1.815845,1.531393,0
2,1120,1.382063,2.143019,1.621619,1.412677,0
3,1120,1.514733,2.167912,1.669306,1.589107,2.880842
4,1120,1.653145,1.891923,1.638371,1.672738,0
5,1120,1.558661,1.729994,1.511447,1.632502,6.192765
6,1120,1.630596,1.852709,1.359226,1.755818,6.717621
7,1120,1.655072,2.081723,1.504744,1.403963,5.319615
8,1120,1.59084,1.737069,1.315121,1.46833,3.239998
9,1120,1.60034,1.932238,1.198016,1.364473,3.982346
0,1121,1.629872,2.613569,1.651016,2.114864,0
1,1121,1.878043,2.553515,2.182299,2.425367,22.65473
2,1121,1.598044,2.534326,2.168534,1.877282,21.80175
3,1121,1.595953,2.294938,1.362105,1.287391,6.24667
4,1121,1.338854,2.139748,1.164754,1.507944,5.841871
5,1121,1.003929,1.731311,1.318828,.9702017,6.252051
6,1121,.5868688,1.430722,1.056042,-.4654036,1.828412
7,1121,.0089085,.6035076,.2855784,-.0395456,0
8,1121,.0824179,.5280607,.0895917,.4887165,1.901521
9,1121,.380862,.6153526,.0492229,.1429023,1.89509
0,1124,1.098556,.7724229,1.401647,1.468286,4.704509
1,1124,1.106309,.8140225,1.201529,1.282244,2.364323
2,1124,.9223011,.8848349,1.196174,1.216528,1.452603
3,1124,.9397674,.8261282,1.03436,1.139065,1.703804
4,1124,1.08845,.759304,.9696576,1.181822,2.568708
5,1124,1.057243,.522006,1.185037,1.214201,2.992876
6,1124,1.070279,.6813082,1.124668,1.263671,3.599254
7,1124,1.050255,.6932149,1.18444,1.325055,3.168529
8,1124,1.156614,.9126357,1.347659,1.346553,3.572388
9,1124,1.070715,1.16298,1.312369,1.120789,6.289173
0,1126,-.7349474,-1.181405,-1.692599,-1.099762,.4817125
1,1126,-.5017529,-.9724671,-3.069631,-.6070284,1.534686
2,1126,-.6355781,-.5704421,-2.024451,-1.143301,.6624209
3,1126,-.7792578,-.7233278,-3.123133,-.9033556,1.082561
4,1126,-.4999983,-.8877987,-3.873154,-.6307536,1.144586
5,1126,-.4369377,-.7642388,-3.162206,-.6410217,0
6,1126,-.6926508,-.8691435,-2.744376,-.7970893,0
7,1126,-.8890989,-1.099716,-3.279268,-.9421635,.5259874
8,1126,-1.074445,-1.214767,-3.566536,-1.006339,.1080033
9,1126,-1.255407,-1.392343,-3.172485,-1.111794,0
0,1127,1.302642,2.243391,1.134504,1.870741,5.35057
